book_id,title,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language,preview_link,info_link,isbn_13,isbn_10,list_price,currency,buyable,search_category,thumbnail,published_year
f9HakfwJZqIC,Oliver's Story,A Novel,Erich Segal,Harper Collins,2011-11-01,"Oliver Barrett IV found his true soulmate when he met and fell in love with Jenny Cavilleri. Their love was magical, exhilarating . . . and though heartbreakingly brief, it was enough to last a lifetime. Or so Oliver told himself. Two years have passed since Jenny was taken from him, and Oliver truly believes he will never love again. Then one day, Marcie—beautiful and mysterious—enters his world . . . and suddenly the future holds a golden new promise. The poignant and unforgettable sequel to the beloved classic Love Story is a beautiful tale of one man's journey out of the lonely darkness of grief and back into love's warm embrace— a story that will capture your heart as only Erich Segal can.",245.0,Fiction,4.0,1,en,http://books.google.com/books?id=f9HakfwJZqIC&pg=PT242&dq=published:2020&hl=&cd=5&source=gbs_api,https://play.google.com/store/books/details?id=f9HakfwJZqIC&source=gbs_api,9780062130129.0,0062130129,13.99,USD,True,year_2020,http://books.google.com/books/content?id=f9HakfwJZqIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2011
1WPSDwAAQBAJ,Finding Freedom,Harry and Meghan and the Making of a Modern Royal Family,"Omid Scobie, Carolyn Durand",HarperCollins,2020-08-11,"INSTANT INTERNATIONAL BESTSELLER * NEW YORK TIMES BESTSELLER * #1 SUNDAY TIMES BESTSELLER The first, epic and true story of the Duke and Duchess of Sussex’s life together, finally revealing why they chose to pursue a more independent path, despite Harry’s deep devotion to his grandmother Queen Elizabeth II, and the reasons behind their unprecedented decision to step away from their royal lives, from two top royal reporters who have been behind the scenes since the couple first met. Finding Freedom is complete with full color photographs from Harry and Meghan’s courtship, wedding, Archie’s milestones, every unforgettable moment. When news of the budding romance between a beloved English prince and an American actress broke, it captured the world’s attention and sparked an international media frenzy. But while the Duke and Duchess of Sussex have continued to make headlines—from their engagement, wedding, and birth of their son Archie to their unprecedented decision to step back from their royal lives—few know the true story of Harry and Meghan. For the very first time, Finding Freedom goes beyond the headlines to reveal unknown details of Harry and Meghan’s life together, dispelling the many rumors and misconceptions that plague the couple on both sides of the pond. As members of the select group of reporters that cover the British Royal Family and their engagements, Omid Scobie and Carolyn Durand have witnessed the young couple’s lives as few outsiders can. With unique access and written with the participation of those closest to the couple, Finding Freedom is an honest, up-close, and disarming portrait of a confident, influential, and forward-thinking couple who are unafraid to break with tradition, determined to create a new path away from the spotlight, and dedicated to building a humanitarian legacy that will make a profound difference in the world.",424.0,History,1.0,2,en,http://books.google.com/books?id=1WPSDwAAQBAJ&pg=PT386&dq=published:2021&hl=&cd=15&source=gbs_api,https://play.google.com/store/books/details?id=1WPSDwAAQBAJ&source=gbs_api,9780063046122.0,0063046121,14.99,USD,True,year_2021,http://books.google.com/books/content?id=1WPSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2020
3FcnEAAAQBAJ,The Storyteller,Tales of Life and Music,Dave Grohl,HarperCollins,2021-10-05,"The #1 New York Times Bestseller * Named one of Variety's Best Music Books of 2021 * Included in Audible's Best of The Year list * A Business Insider Best Memoirs of 2021 * One of NME's Best Music Books of 2021 So, I've written a book. Having entertained the idea for years, and even offered a few questionable opportunities (""It's a piece of cake! Just do 4 hours of interviews, find someone else to write it, put your face on the cover, and voila!"") I have decided to write these stories just as I have always done, in my own hand. The joy that I have felt from chronicling these tales is not unlike listening back to a song that I've recorded and can't wait to share with the world, or reading a primitive journal entry from a stained notebook, or even hearing my voice bounce between the Kiss posters on my wall as a child. This certainly doesn't mean that I'm quitting my day job, but it does give me a place to shed a little light on what it's like to be a kid from Springfield, Virginia, walking through life while living out the crazy dreams I had as young musician. From hitting the road with Scream at 18 years old, to my time in Nirvana and the Foo Fighters, jamming with Iggy Pop or playing at the Academy Awards or dancing with AC/DC and the Preservation Hall Jazz Band, drumming for Tom Petty or meeting Sir Paul McCartney at Royal Albert Hall, bedtime stories with Joan Jett or a chance meeting with Little Richard, to flying halfway around the world for one epic night with my daughters…the list goes on. I look forward to focusing the lens through which I see these memories a little sharper for you with much excitement.",431.0,Music,5.0,1,en,http://books.google.com/books?id=3FcnEAAAQBAJ&pg=PT428&dq=published:2023&hl=&cd=14&source=gbs_api,https://play.google.com/store/books/details?id=3FcnEAAAQBAJ&source=gbs_api,9780063076112.0,006307611X,13.99,USD,True,year_2023,http://books.google.com/books/content?id=3FcnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2021
sOkHEAAAQBAJ,Breathe,A Life in Flow,"Rickson Gracie, Peter Maguire",HarperCollins,2021-08-10,"*An instant New York Times bestseller, USA Today bestseller, and Wall Street Journal bestseller* From Brazilian Jiu Jitsu legend Rickson Gracie, a riveting memoir weaving the story of his stunning career with the larger history of his family dynasty and Jiu Jitsu. Undefeated through his final fight, Rickson Gracie belongs in the fighting pantheon with Bruce Lee, Chuck Norris, and Mike Tyson. In Breathe, Rickson shares the full story of how his father and uncles came to develop Jiu Jitsu, what it was like to grow up among several generations of world-renowned fighters, and the principles and skills that guided him to his undefeated record. Gracie’s classic memoir offers indispensable insights into martial arts, human performance, and how the connection between mind and body can be harnessed for success both inside and outside the ring.",253.0,Health & Fitness,5.0,1,en,http://books.google.com/books?id=sOkHEAAAQBAJ&pg=PT248&dq=published:2023&hl=&cd=122&source=gbs_api,https://play.google.com/store/books/details?id=sOkHEAAAQBAJ&source=gbs_api,9780063018976.0,0063018977,16.49,USD,True,year_2023,http://books.google.com/books/content?id=sOkHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2021
kDZSh9rtva4C,Bag of Bones,A Novel,Stephen King,Simon and Schuster,1999-04-06,"A powerful tale of grief, love’s enduring bonds, and secrets of the past from #1 New York Times bestselling author and master storyteller Stephen King. Four years after the sudden death of his wife, bestselling novelist Mike Noonan is still grieving. Unable to write and plagued by vivid nightmares set at the western Maine summerhouse he calls “Sara Laughs,” Mike reluctantly returns to the lakeside getaway. There, he finds his beloved Yankee town held in the grip of a powerful millionaire, Max Devore, whose vindictive purpose is to take his three-year-old granddaughter, Kyra, away from her widowed young mother, Mattie. As Mike is drawn into Mattie’s and Kyra’s struggle—and as he falls in love with both of them—he is also drawn into the mystery of Sara Laughs…now the site of ghostly visitations and escalating terrors. What are the forces that have been unleashed here—and just what do they want of Mike Noonan?",611.0,Fiction,4.5,19,en,http://books.google.com/books?id=kDZSh9rtva4C&printsec=frontcover&dq=inauthor:%22Stephen+King%22&hl=&cd=16&source=gbs_api,https://play.google.com/store/books/details?id=kDZSh9rtva4C&source=gbs_api,9780684835419.0,068483541X,10.99,USD,True,author_Stephen King,http://books.google.com/books/content?id=kDZSh9rtva4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999
MvyTqyff_V4C,On Writing,A Memoir Of The Craft,Stephen King,Simon and Schuster,2000-10-03,"CELEBRATING 50 YEARS OF WRITING with fresh testimonials from fellow writers about why they love Stephen King and On Writing—and a few new words on the joy of writing from King himself. *ONE OF TIME MAGAZINE’S TOP 100 NONFICTION BOOKS OF ALL TIME* Immensely helpful and illuminating to any aspiring writer, this special edition of Stephen King’s critically lauded, million-copy bestseller shares the experiences, habits, and convictions that have shaped him and his work. “Long live the King” hailed Entertainment Weekly upon publication of Stephen King’s On Writing. Part memoir, part master class by one of the bestselling authors of all time, this superb volume is a revealing and practical view of the writer’s craft, comprising the basic tools of the trade every writer must have. King’s advice is grounded in his vivid memories from childhood through his emergence as a writer, from his struggling early career to his widely reported, near-fatal accident in 1999—and how the inextricable link between writing and living spurred his recovery. Brilliantly structured, friendly and inspiring, On Writing will empower and entertain everyone who reads it—fans, writers, and anyone who loves a great story well told.",320.0,Language Arts & Disciplines,4.5,2,en,http://books.google.com/books?id=MvyTqyff_V4C&printsec=frontcover&dq=inauthor:%22Stephen+King%22&hl=&cd=18&source=gbs_api,https://play.google.com/store/books/details?id=MvyTqyff_V4C&source=gbs_api,9780743211536.0,0743211537,11.99,USD,True,author_Stephen King,http://books.google.com/books/content?id=MvyTqyff_V4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000
FXGHDgAAQBAJ,Sleeping Beauties,A Novel,"Stephen King, Owen King",Simon and Schuster,2017-09-26,"In this spectacular New York Times bestselling father/son collaboration that “barrels along like a freight train” (Publishers Weekly), Stephen King and Owen King tell the highest of high-stakes stories: what might happen if women disappeared from the world of men? In a future so real and near it might be now, something happens when women go to sleep: they become shrouded in a cocoon-like gauze. If they are awakened, if the gauze wrapping their bodies is disturbed or violated, the women become feral and spectacularly violent. And while they sleep they go to another place, a better place, where harmony prevails and conflict is rare. One woman, the mysterious “Eve Black,” is immune to the blessing or curse of the sleeping disease. Is Eve a medical anomaly to be studied? Or is she a demon who must be slain? Abandoned, left to their increasingly primal urges, the men divide into warring factions, some wanted to kill Eve, some to save her. Others exploit the chaos to wreak their own vengeance on new enemies. All turn to violence in a suddenly all-male world. Set in a small Appalachian town whose primary employer is a woman’s prison, Sleeping Beauties is a wildly provocative, gloriously dramatic father-son collaboration that feels particularly urgent and relevant today.",722.0,Fiction,5.0,1,en,http://books.google.com/books?id=FXGHDgAAQBAJ&printsec=frontcover&dq=inauthor:%22Stephen+King%22&hl=&cd=84&source=gbs_api,https://play.google.com/store/books/details?id=FXGHDgAAQBAJ&source=gbs_api,9781501163425.0,1501163426,10.99,USD,True,author_Stephen King,http://books.google.com/books/content?id=FXGHDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017
dTjkih_Gn1AC,Blaze,A Novel,Stephen King,Simon and Schuster,2007-06-12,"Master storyteller Stephen King (writing as Richard Bachman) presents this gripping and remarkable New York Times bestselling crime novel about a damaged young man who embarks on an ill-advised kidnapping plot—a work as taut and riveting as anything he has ever written. Once upon a time, a fellow named Richard Bachman wrote Blaze on an Olivetti typewriter, then turned the machine over to Stephen King, who used it to write Carrie. Bachman died in 1985 (“cancer of the pseudonym”), but this last gripping Bachman novel resurfaced after being hidden away for decades—an unforgettable crime story tinged with sadness and suspense. Clayton Blaisdell, Jr., was always a small-time delinquent. None too bright either, thanks to the beatings he got as a kid. Then Blaze met George Rackley, a seasoned pro with a hundred cons and one big idea. The kidnapping should go off without a hitch, with George as the brains behind their dangerous scheme. But there's only one problem: by the time the deal goes down, Blaze's partner in crime is dead. Or is he?",389.0,Fiction,3.5,21,en,http://books.google.com/books?id=dTjkih_Gn1AC&printsec=frontcover&dq=inauthor:%22Stephen+King%22&hl=&cd=88&source=gbs_api,https://play.google.com/store/books/details?id=dTjkih_Gn1AC&source=gbs_api,9781416559917.0,1416559914,6.99,USD,True,author_Stephen King,http://books.google.com/books/content?id=dTjkih_Gn1AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2007
d1VXAgAAQBAJ,Mr. Mercedes,A Novel,Stephen King,Simon and Schuster,2014-06-03,"WINNER of the EDGAR AWARD for BEST NOVEL and #1 NEW YORK TIMES BESTSELLER! In a high-suspense race against time, three of the most unlikely heroes Stephen King has ever created try to stop a lone killer from murdering thousands. “Mr. Mercedes is a rich, resonant, exceptionally readable accomplishment by a man who can write in whatever genre he chooses” (The Washington Post). The stolen Mercedes emerges from the pre-dawn fog and plows through a crowd of men and women on line for a job fair in a distressed American city. Then the lone driver backs up, charges again, and speeds off, leaving eight dead and more wounded. The case goes unsolved and ex-cop Bill Hodges is out of hope when he gets a letter from a man who loved the feel of death under the Mercedes’s wheels… Brady Hartsfield wants that rush again, but this time he’s going big, with an attack that would take down thousands—unless Hodges and two new unusual allies he picks up along the way can throw a wrench in Hartsfield’s diabolical plans. Stephen King takes off on a “nerve-shredding, pulse-pounding race against time” (Fort Worth Star-Telegram) with this acclaimed #1 bestselling thriller.",560.0,Fiction,3.0,1,en,http://books.google.com/books?id=d1VXAgAAQBAJ&printsec=frontcover&dq=inauthor:%22Stephen+King%22&hl=&cd=91&source=gbs_api,https://play.google.com/store/books/details?id=d1VXAgAAQBAJ&source=gbs_api,9781476754468.0,1476754462,9.99,USD,True,author_Stephen King,http://books.google.com/books/content?id=d1VXAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014
E5V4zfHYaw0C,"Harry, A History - Now Updated with J.K. Rowling Interview, New Chapter & Photos","The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",Melissa Anelli,Simon and Schuster,2008-11-04,"A new enhanced e-book edition, featuring an extended transcript from Melissa Anelli's exclusive interview with J. K. Rowling and a new, updated chapter! Melissa Anelli wears a ring that was a gift to her from J.K. Rowling, given as a measure of appreciation for the work she does on The Leaky Cauldron, where her job entails being a fan, reporter, guardian, and spokesperson for the Harry Potter series. For ten years, millions of fans have lived inside literary history, the only fans to know what it was like when Harry Potter was unfinished. When anticipation for a book was just as likely to cause a charity drive as a pistol shootout. When millions of rabid fans looked to friends, families, neighbors, forums, discussion groups, fan fiction and podcasts to get their fix between novels. When the death of a character was a hotter bet than who'd win the World Series. When one series of books had the power to change the way books are read. This has been a time when a book was more popular than movies, television, and video games. The series has spawned a generation of critical thinkers and new readers. The New York Times changed the way it reported book sales just to avoid a continual overpowering of its bestseller list. These events must be given their proper context, and this moment must be preserved. The series will remain important to literature and pop culture, but the experience will change. Harry's fate will be as commonly known as the identity of Luke Skywalker's father, and readers who never had to wait for a Harry Potter book will have no idea what transpired when the series had hundreds of millions of people waiting desperately for the next volume. We are the first wave of Harry Potter fans, the ones that are living in the time that shapes how Harry Potter will be remembered for all time. But when this era is over, fans will need some way to remember this strange, wonderful, dizzying experience. Future fans, too, will want to know what they missed. Harry Potter will exist as a seven-book series, but without the indivisible story of the cultural, literary and emotional impact the series has made, the story is incomplete. How can a fan understand Harry Potter without hearing about the midnight book parties, the scams, the theories, the burglaries, the bets, the bannings, and most importantly, the worldwide camaraderie spurred on by mutual love of a boy wizard? How can they know how Harry Potter changed and touched the lives of so many without hearing it first hand? Harry, A History tells this story. It tells the personal story of Melissa Anelli's journey through the very heart of Harry Potter fandom. And wraps this phenomenon up into one narrative, factual volume – one book that tells what happened when Harry Potter met the world.",371.0,Fiction,3.0,8,en,http://books.google.com/books?id=E5V4zfHYaw0C&printsec=frontcover&dq=inauthor:%22J.K.+Rowling%22&hl=&cd=4&source=gbs_api,https://play.google.com/store/books/details?id=E5V4zfHYaw0C&source=gbs_api,9781416594055.0,1416594051,13.99,USD,True,author_J.K. Rowling,http://books.google.com/books/content?id=E5V4zfHYaw0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2008
DVnODgAAQBAJ,The President Is Missing,A Novel,"James Patterson, Bill Clinton","Little, Brown and Company and Knopf",2018-06-04,"Don't miss the #1 New York Times bestselling thriller from the world's bestselling author, James Patterson: an ""undeniably gripping ride through the hidden passageways of power and politics"" that ""moves like Air Force One"" (Michael Connelly). The President Is Missing confronts a threat so huge that it jeopardizes not just Pennsylvania Avenue and Wall Street, but all of America. Uncertainty and fear grip the nation. There are whispers of cyberterror and espionage and a traitor in the Cabinet. Even the President himself becomes a suspect, and then he disappears from public view . . . Set over the course of three days, The President Is Missing sheds a stunning light upon the inner workings and vulnerabilities of our nation. Filled with information that only a former commander in chief could know, this is the most authentic, terrifying novel to come along in many years. #1 New York Times bestseller#1 USA Today bestseller#1 Wall Street Journal bestseller#1 Indie bestseller ""President Duncan for a second term!"" -- USA Today""This book's a big one."" -- New York Times""Towers above most political thrillers."" -- Pittsburgh Post-Gazette""The plotting is immaculate . . . the writing is taut."" -- Sunday Times (London)""Ambitious and wildly readable."" -- New York Times Book Review",433.0,Fiction,5.0,2,en,http://books.google.com/books?id=DVnODgAAQBAJ&printsec=frontcover&dq=inauthor:%22James+Patterson%22&hl=&cd=6&source=gbs_api,https://play.google.com/store/books/details?id=DVnODgAAQBAJ&source=gbs_api,9780316412711.0,0316412716,9.99,USD,True,author_James Patterson,http://books.google.com/books/content?id=DVnODgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2018
ZT5fEAAAQBAJ,Triple Cross,An Alex Cross Thriller,James Patterson,"Little, Brown",2022-10-31,"Cross. Now streaming on Prime Video. James Patterson's #1 bestselling hero Detective Alex Cross hunts down a serial killer who targets entire families—and who will next be coming for the Crosses. A precise killer, he always moves under the cover of darkness, flawlessly triggering no alarms, leaving no physical evidence. Cross and Sampson aren’t the only ones investigating. Also in on this most intriguing case is the world’s bestselling true-crime author, who sees patterns everyone else misses. The writer, Thomas Tull, calls the Family Man murders the perfect crime story. He believes the killer may never be caught. Cross knows there is no perfect crime. And he’s going to hunt down the Family Man no matter what it takes. Until the Family Man decides to flip the narrative and bring down Cross and his family.",334.0,Fiction,2.0,1,en,http://books.google.com/books?id=ZT5fEAAAQBAJ&printsec=frontcover&dq=inauthor:%22James+Patterson%22&hl=&cd=47&source=gbs_api,https://play.google.com/store/books/details?id=ZT5fEAAAQBAJ&source=gbs_api,9780316499194.0,0316499196,9.99,USD,True,author_James Patterson,http://books.google.com/books/content?id=ZT5fEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2022
85fx0xym18IC,Sundays at Tiffany's,What If Your Imaginary Friend from Childhood was Your One True Love?,"James Patterson, Gabrielle Charbonnet","Little, Brown",2010-11-08,"The successful but lonely daughter of a powerful New York theater icon falls for her childhood imaginary friend in this touching love story. As a little girl, Jane has no one. Her mother, a powerful Broadway producer, makes time for her only once a week, for their Sunday trip to admire jewelry at Tiffany's. Jane has only one friend: a handsome, comforting, funny man named Michael. He's perfect. But only she can see him. Years later, Jane is in her thirties and just as alone as ever. Then she meets Michael again-as handsome, smart and perfect as she remembers him to be. But not even Michael knows the reason they've really been reunited. Sunday at Tiffany's is a love story with an irresistible twist, a novel about the child inside all of us and the boundary-crossing power of love.",223.0,Fiction,4.5,9,en,http://books.google.com/books?id=85fx0xym18IC&printsec=frontcover&dq=inauthor:%22James+Patterson%22&hl=&cd=85&source=gbs_api,https://play.google.com/store/books/details?id=85fx0xym18IC&source=gbs_api,9780316182454.0,0316182451,6.99,USD,True,author_James Patterson,http://books.google.com/books/content?id=85fx0xym18IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2010
KXfziip0cCsC,Fang,A Maximum Ride Novel,James Patterson,jimmy patterson,2010-03-15,"Angel says that Fang will be the first to die, and Angel is never wrong. Maximum Ride is used to living desperately on the run from evil forces sabotaging her quest to save the world--but nothing has ever come as close to destroying her as this horrifying prophetic message. Fang is Max's best friend, her soul mate, her partner in the leadership of her flock of winged children. A life without Fang is a life unimaginable. When a newly created winged boy, the magnificent Dylan, is introduced into the flock, their world is upended yet again. Raised in a lab like the others, Dylan exists for only one reason: he was designed to be Max's perfect other half. Thus unfolds a battle of perfection versus passion that terrifies, twists, and turns...and meanwhile, the apocalypse is coming.",286.0,Young Adult Fiction,4.0,42,en,http://books.google.com/books?id=KXfziip0cCsC&printsec=frontcover&dq=inauthor:%22James+Patterson%22&hl=&cd=90&source=gbs_api,https://play.google.com/store/books/details?id=KXfziip0cCsC&source=gbs_api,9780316072281.0,0316072281,8.99,USD,True,author_James Patterson,http://books.google.com/books/content?id=KXfziip0cCsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2010
8f42EAAAQBAJ,"Run, Rose, Run",A Novel,"James Patterson, Dolly Parton","Little, Brown",2022-03-07,"From America’s most beloved superstar and #1 New York Times bestselling author James Patterson comes a thriller about a young singer-songwriter on the rise—and on the run—and determined to do whatever it takes to survive. Every song tells a story. She’s a star on the rise, singing about the hard life behind her. She’s also on the run. Find a future, lose a past. Nashville is where she’s come to claim her destiny. It’s also where the darkness she’s fled might find her. And destroy her. Run, Rose, Run is a novel glittering with danger and desire—a story that only America’s #1 beloved entertainer and its #1 bestselling author could have created.",379.0,Fiction,4.0,1,en,http://books.google.com/books?id=8f42EAAAQBAJ&printsec=frontcover&dq=inauthor:%22James+Patterson%22&hl=&cd=96&source=gbs_api,https://play.google.com/store/books/details?id=8f42EAAAQBAJ&source=gbs_api,9780759554375.0,0759554374,12.99,USD,True,author_James Patterson,http://books.google.com/books/content?id=8f42EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2022
oD5LvvZP45gC,Restless Giant,The United States from Watergate to Bush v. Gore,James T. Patterson,Oxford University Press,2005-09-23,"In Restless Giant, acclaimed historical author James Patterson provides a crisp, concise assessment of the twenty-seven years between the resignation of Richard Nixon and the election of George W. Bush in a sweeping narrative that seamlessly weaves together social, cultural, political, economic, and international developments. We meet the era's many memorable figures and explore the ""culture wars"" between liberals and conservatives that appeared to split the country in two. Patterson describes how America began facing bewildering developments in places such as Panama, Somalia, Bosnia, and Iraq, and discovered that it was far from easy to direct the outcome of global events, and at times even harder for political parties to reach a consensus over what attempts should be made. At the same time, domestic issues such as the persistence of racial tensions, high divorce rates, alarm over crime, and urban decay led many in the media to portray the era as one of decline. Patterson offers a more positive perspective, arguing that, despite our often unmet expectations, we were in many ways better off than we thought. By 2000, most Americans lived more comfortably than they had in the 1970s, and though bigotry and discrimination were far from extinct, a powerful rights consciousness insured that these were less pervasive in American life than at any time in the past. With insightful analyses and engaging prose, Restless Giant captures this period of American history in a way that no other book has, illuminating the road that the United States traveled from the dismal days of the mid-1970s through the hotly contested election of 2000. The Oxford History of the United States The Oxford History of the United States is the most respected multi-volume history of our nation. The series includes three Pulitzer Prize winners, a New York Times bestseller, and winners of the Bancroft and Parkman Prizes. The Atlantic Monthly has praised it as ""the most distinguished series in American historical scholarship,"" a series that ""synthesizes a generation's worth of historical inquiry and knowledge into one literally state-of-the-art book."" Conceived under the general editorship of C. Vann Woodward and Richard Hofstadter, and now under the editorship of David M. Kennedy, this renowned series blends social, political, economic, cultural, diplomatic, and military history into coherent and vividly written narrative.",497.0,History,5.0,1,en,http://books.google.com/books?id=oD5LvvZP45gC&printsec=frontcover&dq=inauthor:%22James+Patterson%22&hl=&cd=99&source=gbs_api,https://play.google.com/store/books/details?id=oD5LvvZP45gC&source=gbs_api,9780199727193.0,0199727198,16.99,USD,True,author_James Patterson,http://books.google.com/books/content?id=oD5LvvZP45gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005
fy2YxvOf_EQC,Rising Tides,Chesapeake Bay Saga,Nora Roberts,Penguin,1998-08-01,"The second novel in #1 New York Times bestselling author Nora Roberts' stunning Chesapeake Bay Saga, where the Quinn brothers must return to their family home on the Maryland shore, to honor their father's last request... Ethan Quinn is a waterman. He wasn’t born to the tradition but has embraced it. He’s a quiet man whose heart runs as deep as the waters he loves. And now, with his father gone, Ethan is determined to make the family boatbuilding business a success. But amidst his achievements lie the most important challenges of his life… There’s a young boy who needs him, and a woman and child he loves but never believed he could have. To shape his life around them, Ethan must face his own dark past—and accept not only who he is but what he hopes to become. Don't miss the other books in the Chesapeake Bay Saga Sea Swept Inner Harbor Chesapeake Blue",353.0,Fiction,4.0,2,en,http://books.google.com/books?id=fy2YxvOf_EQC&printsec=frontcover&dq=inauthor:%22Nora+Roberts%22&hl=&cd=58&source=gbs_api,https://play.google.com/store/books/details?id=fy2YxvOf_EQC&source=gbs_api,9781101146095.0,1101146095,9.99,USD,True,author_Nora Roberts,http://books.google.com/books/content?id=fy2YxvOf_EQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998
jBhPDwAAQBAJ,Beauchamp Hall,A Novel,Danielle Steel,Dell,2018-11-20,"NEW YORK TIMES BESTSELLER • Danielle Steel tells the uplifting story of an ordinary woman embracing an extraordinary adventure, and the daring choice that transforms her world. Winona Farmington once dreamed of graduating from college, moving to New York City, and pursuing a career in publishing. Then real life got in the way when she left college and returned to her small Michigan hometown to care for her sick mother. Years later, stuck in a dead-end job and an unsatisfying relationship, Winnie has concluded that dreams were meant for others. She consoles herself with binge-watching the British television series that she loves, Beauchamp Hall, enthralled by the sumptuous period drama set on a great Norfolk estate in the 1920s. The rich upstairs-downstairs world brilliantly brought to life by superb actors is the ultimate in escapism. On the day Winnie is passed over for a long-overdue promotion, she is also betrayed by her boyfriend and her best friend. Heartbroken, she makes the first impulsive decision of her conventional life—which changes everything. She packs her bags and flies to England to see the town where Beauchamp Hall is filmed. The quaint B & B where she stays feels like home. The brother and sister who live in the castle where the show is filmed, rich in titles but poor in cash, are more like long-lost friends than British nobility. And the show itself, with its colorful company and behind-the-scenes affairs, is a drama all its own. Winnie’s world comes alive on the set of the show. What happens next is the stuff of dreams, as Winnie takes the boldest leap of all. Beauchamp Hall reminds us to follow our dreams. . . . You never know what magic will happen!",290.0,Fiction,5.0,1,en,http://books.google.com/books?id=jBhPDwAAQBAJ&printsec=frontcover&dq=inauthor:%22Danielle+Steel%22&hl=&cd=4&source=gbs_api,https://play.google.com/store/books/details?id=jBhPDwAAQBAJ&source=gbs_api,9780399179303.0,0399179305,6.99,USD,True,author_Danielle Steel,http://books.google.com/books/content?id=jBhPDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2018
Oume07J143UC,Love,Poems,Danielle Steel,Dell,2009-02-25,"This is a special book about special people. People who have loved me, and whom I have loved. People who have brought me joy beyond measure, and sometimes incredible pain. People I have hurt, sometimes more than I can bear to think about. People who have hurt me, sometimes more than they know. Yet each of their gifts has been precious, each moment treasured, each face, each smile, each victory, each defeat woven into the fiber of my being. In retrospect, all of it is beautiful, because we cared so much. In essence, this book covers fifteen years of my life, and a handful of precious people who mean, and have meant everything to me. This book is written for them. With much love, d.s.",256.0,Poetry,3.5,3,en,http://books.google.com/books?id=Oume07J143UC&printsec=frontcover&dq=inauthor:%22Danielle+Steel%22&hl=&cd=7&source=gbs_api,https://play.google.com/store/books/details?id=Oume07J143UC&source=gbs_api,9780307566621.0,0307566625,6.99,USD,True,author_Danielle Steel,http://books.google.com/books/content?id=Oume07J143UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009
p8OBIp56SncC,Family Album,A Novel,Danielle Steel,Dell,2009-02-25,"Through forty years—from Hollywood's golden days in World War II to the present—Faye Price would create first a career as a legendary actress, then a family, and finally she would realize her dream of becoming one of Hollywood's first woman directors. But nothing was more precious to Faye than her five children. In a changing world, a milieu where family values are constantly challenged from without and within, the Thayers would face the greatest challenges and harshest test a family can endure, to emerge stronger, bound forever by loyalty and love. It is only when Faye is gone that they can each assess how far they have come, and how important their family album is.",450.0,Fiction,4.5,2,en,http://books.google.com/books?id=p8OBIp56SncC&printsec=frontcover&dq=inauthor:%22Danielle+Steel%22&hl=&cd=14&source=gbs_api,https://play.google.com/store/books/details?id=p8OBIp56SncC&source=gbs_api,9780307566430.0,0307566439,9.99,USD,True,author_Danielle Steel,http://books.google.com/books/content?id=p8OBIp56SncC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2009
